Date(UTC),Symbol,Side,Price,Quantity,Amount,Fee,Realized Profit,Leverage,Margin Mode
2026-01-22 11:26:52,ETHUSDT,BUY,2952.470453,0.838775ETH,2476.4587USDT,0.990583USDT,12.5411USDT,10x,Cross
2026-01-22 08:30:23,ETHUSDT,SELL,2967.422151,0.838775ETH,2488.9998USDT,0.995600USDT,0.0000USDT,10x,Cross
2026-01-21 12:49:25,ETHUSDT,SELL,3082.047607,0.915493ETH,2821.5930USDT,1.128637USDT,26.2002USDT,10x,Cross
2026-01-21 09:11:45,ETHUSDT,BUY,3053.42891,0.915493ETH,2795.3928USDT,1.118157USDT,0.0000USDT,10x,Cross
2026-01-21 03:10:25,ETHUSDT,BUY,3096.050259,0.731841ETH,2265.8176USDT,0.906327USDT,-13.4814USDT,5x,Cross
2026-01-21 00:26:08,ETHUSDT,BUY,3165.620665,0.977293ETH,3093.7394USDT,1.237496USDT,39.4625USDT,5x,Cross
2026-01-20 18:28:18,ETHUSDT,SELL,3206.000024,0.977293ETH,3133.2019USDT,1.253281USDT,0.0000USDT,5x,Cross
2026-01-20 17:36:24,BTCUSDT,SELL,67313.464389,0.02573BTC,1732.0078USDT,0.692803USDT,0.8184USDT,5x,Cross
2026-01-20 14:02:46,ETHUSDT,SELL,3077.629011,0.731841ETH,2252.3362USDT,0.900934USDT,0.0000USDT,5x,Cross
2026-01-20 13:11:31,BTCUSDT,BUY,67281.65779,0.02573BTC,1731.1894USDT,0.692476USDT,0.0000USDT,5x,Cross
2026-01-17 16:44:01,ETHUSDT,SELL,3081.181031,1.101794ETH,3394.8264USDT,1.357931USDT,50.1547USDT,5x,Cross
2026-01-17 14:13:34,ETHUSDT,BUY,3035.660085,1.101794ETH,3344.6717USDT,1.337869USDT,0.0000USDT,5x,Cross
2026-01-16 23:07:38,ETHUSDT,SELL,2975.078094,0.751052ETH,2234.4394USDT,0.893776USDT,10.8350USDT,5x,Cross
2026-01-16 21:17:34,ETHUSDT,BUY,2960.65162,0.751052ETH,2223.6043USDT,0.889442USDT,0.0000USDT,5x,Cross
2026-01-16 16:16:47,SOLUSDT,BUY,154.528501,39.872342SOL,6161.4132USDT,2.464565USDT,-56.9693USDT,10x,Cross
2026-01-16 08:57:10,SOLUSDT,SELL,156.165166,14.284663SOL,2230.7668USDT,0.892307USDT,0.0000USDT,10x,Cross
2026-01-16 06:59:04,SOLUSDT,SELL,153.330998,10.670865SOL,1636.1744USDT,0.654470USDT,0.0000USDT,10x,Cross
2026-01-16 05:20:39,SOLUSDT,SELL,149.998705,14.916813SOL,2237.5027USDT,0.895001USDT,0.0000USDT,10x,Cross
2026-01-11 08:09:42,DOGEUSDT,SELL,0.140573,13815.452528DOGE,1942.0843USDT,0.776834USDT,4.7218USDT,5x,Cross
2026-01-11 02:35:27,BTCUSDT,SELL,69880.912668,0.044247BTC,3092.0309USDT,1.236812USDT,34.4128USDT,3x,Cross
2026-01-11 02:32:04,DOGEUSDT,BUY,0.16703,15246.939787DOGE,2546.7016USDT,1.018681USDT,-174.4466USDT,10x,Cross
2026-01-10 23:55:53,BTCUSDT,BUY,69103.17109,0.044247BTC,3057.6181USDT,1.223047USDT,0.0000USDT,3x,Cross
2026-01-10 21:19:31,DOGEUSDT,BUY,0.140232,13815.452528DOGE,1937.3626USDT,0.774945USDT,0.0000USDT,5x,Cross
2026-01-09 00:00:57,DOGEUSDT,SELL,0.155589,15246.939787DOGE,2372.2550USDT,0.948902USDT,0.0000USDT,10x,Cross
2026-01-08 19:33:52,SOLUSDT,BUY,150.993437,16.095048SOL,2430.2466USDT,0.972099USDT,32.6130USDT,5x,Cross
2026-01-08 18:33:08,SOLUSDT,SELL,153.019713,16.095048SOL,2462.8596USDT,0.985144USDT,0.0000USDT,5x,Cross
